product,date,title,rating,review_list
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 9 November 2021,Got it for 900,3,Product came as it is.. but it's mic is very very poor.. I had seen people talking very slowly also while using such pods so I thought to buy one but you need to scream or speak louder than you would usually do on phone aur wired earphone for the other person to hear you.. if u pause your music frequently then it might get disconnected on it's own or it would show it's connected but there would b no music.. then you turn off and on your bluetooth and keep the pods in case and then connect it again for listening again.&Once charged it could be used for good 4-5 hours that's what I have seen in my case.. I mean it's battery drained from 80 to 35 while one complete movie and continuous youtube sessions..
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 24 February 2021,Genuine feedback after 4 months usage - An Okay Earbud - Cost effective - Battery below expectation,3,"I use one Earbud at a time, you get a battery life of 3-5 hours of average call usage, am really not happy about the battery life for average calls.Even if you don't get calls the battery would drain based on the time its out of the charging dock.The sound effects for music is decent, not a Wow feeling as I expected from this Brand.Got it on a lightning deal for Rs 999, but expected more quality from Boat !!"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 9 November 2021,Falls down all the time,1,It's sound quality is ok but it doesn't fit in the ear and falls out all the time. One time it fell down and the outer plastic broke. You have to adjust it continuously to stop it from falling out of your ear. not comfortable. Buy something else.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 25 March 2022,I got a used Airdope,1,"Overall the Air dope sound was good,  but I'm giving one star because I got a refurbished piece, I know because of the FADED boat logo on one of the Earbuds (refer the image provided), also the packaging seal was torn.I'm unhappy and I don't feel like doing the exchanging process,I'll stick with this USED PIECE..!!!!"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 2 March 2021,best budget wireless earbuds ever bought,5,"one of the amazing purchase i ever made. for me, battery backup is about 7 hour 28 minutes per single charge at listening to music @70% volume. ear buds takes around 40-50 min to get charged from case @ consuming only 23% battery from case. so theoretically i can charge them upto 4.3 times.  case itself takes around 1 hour 20 min to get from 7% to 100% . my unit only shows charging upto 80% then it stays at 80%. but this is a glitch as I can assure it charges little more than that.pro:1. best battery life. upto 37 hour of music.2. charging time is great. 40 min from 0-100%3. built quality is good. never had problem connecting with any device. added bonus they work in mono mode too.con:1. lack of next/previous/volume up/down on ear buds. you can only control volume through your phone.2. sound cancellation is just OK.3. fitting is good. they will not fall off ear in everyday situation. but still cannot use when joging or doing any exercise. as there is not extra protection against fall.4. bass is non existent as in case of most of the budget wireless earbuds.at 999 rs it is best deal one could ever wish. truly happy and satisfied by them at this price range.p.s. this company is a German brand not Chinese."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 28 October 2021,meh...,3,"I had redmi ones before...they were smaller and easier to handle. It was easy to take out from  and put into its case, even with one hand. sure its playback time might be less but even its bass was better than these. These ones connect quickly. But i find it bulkier and less convenient than the mi ones."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 18 March 2021,I guess I received defective product....,1,Their is frequent disconnection with the network. I thought it was a common problem with Bluetooth. But other friends who are using other devices informed that their might be disturbance once in while but not frequent as in my case.Had this problem not existed or product was good i would have rated 5.. However my rating do not matter and I suggest to but it from trusted source
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 26 March 2022,Do not purchase this. Look for alternatives in this price range.,3,The eardopes are very substandard. The sound quality is very average like any brandless earphones. The most problematic is the mic. The other person on call cannot hear ypu well even after speaking at a very loud volume. The earpods keep slipping off the ead as well. The oh thing good is the looks and the battery life.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 15 October 2021,Not for calls,2,The audio is decent but this product is only if you wanna hear music etc. Got it replaced once as it does not work for calls. The person at other end cannot hear you clearly.  Would have liked to get it changed to some other product but missed the replacement time allowed. Now stuck with it.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 18 July 2021,Mic does not work,1,Ridiculous product .. mic not working since day one.. got it replaced .. was a bit happy when received the replacement as mic was working fine of the replaced product but another day mic again stopped working of the replacement order as well. N the worst part is there is no return policy for this pathetic product
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 6 November 2021,Ek dam bekar he sabhi bhaiyo se gujarish hai ki ye boat ki airdopes na le,1,"The media could not be loaded.
                



 Bed quality products not voice conectveti calling voice problem and problem I think to all person this product not perched because not my hels Amazon side not return & refund my product not refund my payment so all people it's not good boats airdopes it's  puar quality products to sabhi bhaiyo se gujarish he ki is product ko na kharide nahi to aapke paise West jayenge bilkul bekar he iski samne wale ko aapki voice hi nahi jayegi calling par bus wo hello hello karta rahega so plz not parched thi boat airdopes product"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 29 December 2020,DON'T HESITATE AND GO AHEAD👍,5,"Sound Quality at this range is very nice. Same as Expected.I don't know how to activate noise cancellation but I think that too would be good. And so far, Bluetooth connectivity is appreciable.👍👍 Alike You, I too was confused among the different products. But then my brother adviced me not to bother that much. At this range you will never get a perfect product. Every product will have some pros and cons.So in the end, Go ahead!!"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 23 October 2021,Go For It if you can get it at lesser price,3,"I Got it at a price of ₹ 750 via Amazon Pay LaterAt this price point it is far better than any tws or neckbands , but don't buy for ₹ 1100 it is not worth it , if your budget is greater than ₹ 1000 then go for any other model tws in boat or any other brandsPros : ( @ ₹750 price point)1. It's a great tws with good sound & bass2. Connects immediately with you device  whenever you take the buds outside the case  except for the first time3. Fits in your ear perfectly but there is a  disadvantage I'll tell you at the cons.Cons :1. If you're using the buds for the first time you  might feel some pain in your ears , but it  won't last long after using it for multiple  times2. The earbuds might slip out from your ears in  two conditions  (a) if your ears are wet ( i.e : during workout  and after bath  (b) if you are sleeping with the earbuds on  your either side of ear3. No Noise Cancellation4. The Lid of the case is very loose , it might  come out at any time5. Connectivity is very poor , the range is  mentioned as 10m but it's getting  disconnected even in my trouser pocket.6. Call Quality is very worst , if your buying this  for calling purpose don't buy it"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 27 April 2021,Not durable or may be fake,1,"These stopped working in 15days, fake product. We always use various products from boat and they are overall durable. These sold by appario retail pvt Ltd seem to be duplicate and waste of money. Avoid this seller pls.Edit: this product worked for a while and then one fine day starts working again. Either tge piece is defective or fake."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 7 April 2021,Not up to the mark,3,"Writing after two months of use..No noise cancellation, some times don't connect with phone , some times connect but audio comes from phone not from airports , calling battery backup is less , using it outdoor is risky it falls from ears, overall use it carefully and watch movies etc ... calling battery backup is less so it can be annoying."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 15 September 2021,Good but not the Best!,3,"It's been more than 2 months since I've purchased this airdopes and they work really good till date...Although the sound quality is good but if u r aiming for an airdopes with noise cancellation as one of it's feature then this is not the one that u must go for! From my experience, I could literally here each and every external sound clearly enough to distract my concentration while I was attending my online classes😂 The Quality of the product is really good and appreciable but the mic quality of the airdopes is kinda horrible especially during phone calls... But using it for a long time now, I'm quite adjusted and comfortable with this product..lastly I can say that this product is good despite having some drawbacks as it can be used for long-term...And Oh yeah! Not to forget, the battery is also average (not the best) but it's kinda funny to say that the charge gets reduced to 30% within few hours (after being completely charged to 100%)but once it gets 30%, it's lyk the charge stops decreasing and u can use the airdopes for another 2-3 hours..i hope u r understanding what I'm tryna say... And that's all I had to tell, I hope this helps u🖤"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 19 September 2021,The bass is terrific but not the ideal buy!,2,"To start off, for the price the boat earbuds hasn't disappointed. The sound and bass is terrific. Compact design and the battery life is worth mentioning about. But all said, Bluetooth connectivity is not as strong as the description say. Manual connection of the left and the right ear bud respectively to be done when connecting the device to your phone. It sure does fit in the ear when you not moving much, but it tends to fall out while you out for a run or when you at the gym.Overall, a good pocket-friendly set of earbuds if you haven't had one before, but it sure is a hassle when you have to fix them to stay in your ear during your work outs or a jog as mentioned earlier. Also if you ride a motorcycle, it surely does not fit inside the helmet. Hence, weigh other alternatives before jumping to buy these just for the price.. Cheers!"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 4 March 2021,Easy to start using and nothing to setup.,5,"These airdopes are very elegant and light weight. Sound with bass was good, but not super. It is ok for most of the normal usage. Bought 3 of these and all were good. One of them had a slight hard press for button, the replacement was good. The quality of these BOAT airdopes is within acceptable levels. Any device supporting bluetooth audio output can be connected to these. Overall, this is a nice buy and delivery was within time."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 28 September 2021,Classic smooth music,5,"Most smoooth and classic music to be listen with this podes.Im using from back 2months very smooth sound available and bass is simply superb and charging backup also very better...But only one disadvantage is that unable to receive our voice to others in call while driving or in journeys,so this is so what bad feature from this podes other wise this is quit superb in this budget... I suggest to take this and enjoy music"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 22 January 2021,This is the first time was faced these kind of issue in Amazon seller end,2,Received with an defect product when open the case the battery percentage level decreased in few mins from 99 to 60 and after 5 mins it's down for 30 Percentage and immediately called to customer service they confirmed battery issue please return the product. Really appreciated for the Boat support team.....
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 31 August 2021,Mic is terrible and the charging point is not C-type,2,"The mic is terrible. Even after shouting like a mad man, people can not hear me on call.The charging port is not C-type, considering all phones and electronics are moving to C-type ports, boat should have to. Had to buy a charger separately just for the pods.Apart from this, the color is cute. The sound quality is okay, and it's user friendly. The case is a thick, so you can't easily carry it around in your pocket or in hand wallets."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 27 December 2020,Good Performing Device but not Great !,4,"Nice design. But I find the pressing buttons little bit nasty. I go for adjusting the positions, button press happens.Apart from that, sound quality is good. Not great. A decent and simple buy.One drawback I found is, no internal volume adjustment is present. So only Device connected, volume can be adjusted.Another one, claiming 3-4 hours audio playback. Could have atleast 5. Need to verify . Will be updating shortly.OVERALL A NICE PRODUCT WITH NICE SOUND QUALITY"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 18 April 2021,Value for Money,3,"I bought it for general usage while going on walks and cycling. I do understand the price is pretty low so I wouldn’t compare it with others.Really good with movies on laptop. Good with listening to songs on phone. Average when u speak on the phone. Sound quality not that great in that aspect of calling.Overall it’s a good buy at a low cost. Design is good, fit is good. Connects instantly and works well for me"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 25 January 2021,Quality Below average,1,"I bought this product during the offer. As I am big fan of Boat I thought this is a good deal. But I was wrong, the product is below average.Firstly the case quality is very low I reveived the product 2 hours back and already the case has so many scratches like it's already been use.Secondly I did a sound testing, the bass is moderate, not that greatThirdly I did a call testing, it has zero noise cancellation and my friend could not hear me properly when I talked, so mic is of a bad quality.Lastly, the charging wire sent with the box is so small and plastic is not good. unfortunately I don't see return order for this productI would not recommend this product even it's on offer."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 22 December 2021,Totally Worth It! Should give a try if low on budget,5,"I ordered this on 20 Dec 21 at ₹999/-It came instantly in 2 days on 22nd Dec.And they're really dope, ngl!It came charged with 77% battery in case.They also include two additional Earmuff for earphones in case you need to replace your current ones.It also includes a Micro USB charging cord, so you won't have to rely on your phone's charging wire.Its Bluetooth range is about 10 meters, so if you get too far away from the main device, they will disconnect, but they will reconnect as soon as you get back into range.The packing was neat and tidy. 10/10The sound quality is fantastic. 10/10Bass is also good, although it could be better 8/10.The mic quality could have been better. Noise cancellation is not available. 6/10Overall - 10/10TLDR - Worth buying; if you have more budget, try something else."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 7 May 2022,Don’t buy. Worst product.,1,Don’t buy. Worst product. It slipped from my hand and broke just after falling from a height of 2 feet.Earlier I used to use ipods how many times they fell but never broke like this. This is very bad stuff. I don't know whether these people will change it or not but it can't be trusted at all.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 29 January 2021,Great listening experience at a pocket-friendly price,4,"Bought this at ₹999, reviewing it after 3-4 days of usage. Huge fan of the colour, the case cap was not loose, which seemed a common complaint among other buyers. It autoconnects to devices once paired, which is very convenient. Battery life is amazing, have been using it for about 6-7 hours without charging it. Sound quality is great, not phenomenal- but above average for the price. Only issues I face are that the audio is interrupted sometimes if you move too far away from your device. Also, I'm not able to control the volume while connected to my laptop. One thing to remember is that the MFB is a button, and not touch interface.Update after two weeks of use: sometimes doesn't connect to devices, have to switch BT on and off. Doesn't process audio from mulitple sources at once, unlike regular earphones or headphones, i.e, if I'm on a video call, it won't pick up audio from other tabs/apps in the background :/ Battery life has definitely reduced.TL;DR- definitely worth it overall, at this price."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 28 October 2021,Price not worth....,2,After using it for last 2 months.....Pros*Pods Case is good (I do charge it for once and it almost works for 4 days).*Fast charge and strong 🧲 for Buds.Cons*Mic & Noise cancellation is not good.*Not comfortable as expected.*Disconnect several times automatically (shows connected in phone but sound comes from phone).*Bass is ok but in full volume it irritates ear too much.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 3 October 2021,Good deal for the buck,3,"Sound is loud, fits nicely in ear, does not fall while running as well. Connects quickly, supports different audio codecs.But has few issue like weird bass in with few instrument sounds, has a very less distance coverage, usual 10m doesn't work with this, gets disconnected in just 5-6m.Been using for 2 days.. battery seems to working fine, not the best but with a 900 rs pods, its expected.Overall a good buy for the price"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 27 January 2021,waste gadget received from Amazon 🤧,1,One of the waste gadget received from Amazon. When i opened the box I was excited when I connected to mobile  immediately eardopes becoming hot after playing for 5 minutes and it's repeatedly facing same thing and my  ears started burning due to heating sensation from eardopes. Even battery getting drain after 10 min play. I recommend not to purchase from Amazon. I'm really not happy with this product hope Amazon will review and fix the issue if possible.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 13 March 2022,4 out of 5 because...,4,"Sound quality, noise cancellation and bass is on the top level.Comfortable.Battery is also way better than I expected. It's my 5th day I'm using and still 3% battery left in the case.Earbuds also had best battery. I'm using it about 2 hours continuously but still there's charge remaining...Buttons quality also are good, but feels so much clicky.I also dropped it once from about 3 to 4 feets but it survive that, just case cap opened and earsbuds are chilling under the bed...Build quality is quite good. The plastic used is decent, scratches appears easily.One thing is that the case cap is so loose. Sometimes I feel like, is it real one or I got a duplicate product?Please fix this one problem and this product will be deserve 5 out of 5Thank you ♥️"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 16 August 2021,Battery back up and sound quality,5,"Excellent battery back up almost 3.0 hrs each earbud continues use.Carry case battery backup is excellent 4-5 times u can charge both the earbudAlso it automatically turned off when put into carry case.Bass quality,Sound qualityIs good at this priceWhile Riding bike it gets difficult to talk.Otherwise u can talk with quality during walking4.8* I will give"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 25 March 2021,DO NOT BUY THIS . worst product & experience.,1,"Worst experience ever with this product+company.dont buy this product its not worth.its none returnable product and waste of money.the left eardope stop working within 10 days.so we registered a complaint on their website.i gave my eardopes+charging case+box+warrenty card+and other accessories like charger and rubber.and after few days the return the product without box+warrenty and other accessories.i got only eardopes and charging case which were used and it's charging case is loose too.again we returned the product and register complaint sgain I received only eardopes and charging case.and I don't know if those are my eardopes or not.very disappointing.and it happen in week.and customer service is worst, i sent my new  eardopes  and i get old used eardopes.***********DO NOT BUY THIS****************"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 25 November 2021,Not a worthy product,2,"I Purchased Boat because I have 2 Boat speakers which is very very good. But this airdopes is really not worth the money. I thought I could got a defective one so I replaced.. but had same issues....Issues:1. Battery was very poor. Music lovers, do not go for it.. Calls ok but that too if you are kind of business guys then again no :)2. Right airdopes was having low volume and there is no way to increase it.3. The Mic was not clear enough.. the other end caller was not able to hear me properly and was asked to repeat the same twice each time.4.  The buttons on the airdopes was hard such that i had to take out press it and then fit it back to my ears.5. Left airdopes kept disconnecting frequently."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 16 March 2022,Disappointing quality,2,The microphone on this is a waste of space if you want to use them while meetings.Sound quality is no different than any similar brands out there.No where close to the - Philips and Sony in terms of quality.The only plus point is price but its useless overall
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 26 October 2021,Not charging and this problem is 2nd time,1,"The media could not be loaded.
                



 Bhai 1 bar kharab hua uske bad replace karvaya fir vapas se 6 months mai kharab ekdum faltu product hai. I think if i am paying 12 00 for any product so it should work for minimum 2 years in 10 months the product have said sorry i will not work. I will advice dont buy any product of boats"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 13 December 2021,Its not upto its price,3,The things that I liked abt this is :  ●its wireless (its a given)  ● its charging case. Charging works as describedThe things that I don't like : ○ It slips off very easily ○ Noise cancellation...nope there's none ○ Base....even a cheap earphone of 200 rps can have this kinda base.So if u require these 3 then dont buy it. Nope.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 26 January 2021,Airdopes in INR 999/- GO GET IT........,5,First of all thank u BOAT for such an awesome product. Excellent sound quality....bluetooth connectivity as expected. Battery life as u want. What do u need more in just 999. I ordered it as soon as I saw it and thanks Amazon for such a swift delivery.I would recommend to buy it and experience it.BOat products never fail.⭐⭐⭐⭐⭐
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 24 February 2021,Awesome buy,5,"I placed the order at 3 pm and got delivery at 7 pm same day. Awesome product as of now. Can't comment on the battery though as it's too early now. The packing, the box, the quality,  everything's awesome. Pairing experience, sound, everything. Very minimalistic and classy. Only con is one can't control volume through the airdopes though."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 22 October 2021,Left eardope stopped functioning in 20 days time,1,I have purchased this eardopes on 3rd Oct 21 and today the left eardope stopped functioning . While kept in charging case it shows a blue light once taken out it doesnt switch on or show any light. Not sure what is the issue .  I am raising a customer complaint that the product didnt even last for 30 days This is the second time I m facing same issue with boat headsets and decided not to invest on this company product anymore as its waste of money
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 28 May 2022,"Good airdops for playing music, but very bad for calls",2,"The audio quailty of airdopes is good, but when attending calls the audio qualtiy is bad. Also most of time times the other person cannot cleary hear what I say using the airdopes.In all this is good for listening to music but not worth to answer calls."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 4 February 2021,Nice Product,4,"Nice product. I bought the cherry blossom and it looks very cute. i love the color. Looks really good when you wear it.But if I talk about the noise, if anyone like high bass, I would suggest you to check for other airpodes. The bass is not upto the mark.This even displays the battery status, which I like a lot. Even, fast charges.Overall, good product, except the bass🙂"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 22 June 2021,Good for general purpose use,4,"It's good to use in daily use, like listing songs, movies.Sounf is okay when we talk over the call, have button to pick the call. The mobile should not be too far otherwise the voice will be breakup. As I said, it's a good product for daily personal use, it's not useful for business calls and meetings due to lack of noise deduction.I am happy with it in this range."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 21 March 2022,Mic & connectivity issue,1,"The earphones are stylish, comfortable to wear. But using the mic for call purposes isn’t good. As the other side cannot hear what you say. Also after abt 15-30 mins of continuous listening it start showing a problem with regular blanks in between your audio on regular intervals."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 4 May 2022,Do not go for this item.,1,I will be very honest. I will not recommend this item. I bought it trusting the boat brand. But this has some real issues. Both the ear pieces do not connect. Only one at a time. The connectivity has some issues. There is no customer care no also given in the box so that you can connect to them. Not worth.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 17 June 2021,One of them will not work after sometime,1,It's just been 4 month ago I purchased this and the left earbud started not working when I purchased them they gave me the worth but it's been 4 month ago and from 3-4 days I am facing the problem I done all the procedure written to factory reset and all still it's not working do not buy worst quality
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 25 December 2020,Ok ok,3,"Decent product at this priceLeft ear bud has an issue, it doesn't fit properly and sound is not that clear, right one works fine, I only use one at a time hence its a problem for me, if ur gonna use both then sound should be fineAlso the Bluetooth range is not that great, hardly 2-3 MarsAnd once u paired it with one device, then its very difficult to connect it other device u have to restart it multiple times to connect to other device, not recommended for multiple device use"
